Model,AUC,AP
GAT,0.6799999999999999,0.7753968253968253
GAT,0.7777777777777779,0.8055555555555556
GAT,0.46,0.6000000000000001
GAT,0.40625,0.5299294455544455
GAT,0.75,0.8333333333333333
GAT,0.4375,0.5416666666666666
GAT,0.65625,0.7145156926406926
GAT,0.76,0.7416666666666667
GAT,0.6875,0.8125
GAT,0.888888888888889,0.9166666666666665
GAT,0.7500000000000001,0.6746031746031745
GAT,1.0,1.0
GAT,0.22222222222222224,0.4444444444444445
GAT,0.0,0.5
GAT,0.1875,0.4154761904761905
GAT,0.0,0.5
GAT,1.0,1.0
GAT,0.0,0.41666666666666663
GAT,0.4375,0.5178571428571428
GAT,1.0,1.0
GAT,0.326530612244898,0.43430141287284146
GAT,0.43999999999999995,0.5088888888888888
GAT,0.5,0.5833333333333333
GAT,1.0,1.0
GAT,0.5,0.75
GAT,0.5625,0.75
GAT,0.6666666666666666,0.8333333333333333
GAT,0.25,0.5
GAT,1.0,1.0
GAT,0.11111111111111112,0.41111111111111115
GAT,0.75,0.875
GAT,1.0,1.0
GAT,0.52,0.6166666666666667
GAT,0.4375,0.4708333333333333
GAT,1.0,1.0
GAT,0.0,0.41666666666666663
GAT,0.611111111111111,0.7262626262626262
GAT,0.3711111111111111,0.44617059029339734
GAT,1.0,1.0
GAT,0.7653061224489797,0.8075353218210359
GAT,0.5625,0.6845238095238095
GAT,0.33333333333333337,0.4777777777777778
GAT,1.0,1.0
GAT,0.25,0.5
GAT,0.5826446280991735,0.6517691458867929
GAT,0.5555555555555556,0.7
GAT,0.75,0.8333333333333333
GAT,0.7777777777777778,0.8666666666666667
GAT,0.0,0.5
GAT,0.6218836565096952,0.6831388956261621
GAT,0.11111111111111112,0.41111111111111115
GAT,0.5,0.5
GAT,0.6666666666666667,0.7555555555555555
GAT,0.0,0.41666666666666663
GAT,0.40625,0.4869047619047619
GAT,0.836734693877551,0.8569590936568162
GAT,1.0,1.0
GAT,0.0,0.41666666666666663
GAT,1.0,1.0
GAT,0.5625,0.6845238095238095
GAT,0.6666666666666667,0.6388888888888888
GAT,0.5,0.75
GAT,0.5454545454545454,0.6406806159409594
GAT,0.125,0.41666666666666663
GAT,0.32653061224489793,0.46221833721833716
GAT,0.7777777777777779,0.8055555555555556
GAT,0.72,0.7944444444444445
GAT,0.0,0.3892857142857143
GAT,0.5,0.5833333333333333
GAT,0.4444444444444445,0.5555555555555556
GAT,0.6666666666666667,0.6666666666666666
GAT,1.0,1.0
GAT,1.0,1.0
GAT,0.638888888888889,0.5968253968253969
SAGE,1.0,1.0
SAGE,0.979591836734694,0.982142857142857
SAGE,0.625,0.7095238095238094
SAGE,0.5,0.5833333333333333
SAGE,0.8979591836734693,0.9129251700680272
SAGE,1.0,1.0
SAGE,0.8580246913580247,0.8363235529902198
SAGE,1.0,1.0
SAGE,0.8333333333333335,0.7999999999999999
SAGE,0.6944444444444445,0.707936507936508
SAGE,1.0,1.0
SAGE,0.5,0.5833333333333333
SAGE,1.0,1.0
SAGE,1.0,1.0
SAGE,0.4444444444444445,0.5555555555555556
SAGE,0.36,0.4755555555555555
SAGE,0.5,0.75
SAGE,0.7777777777777779,0.8055555555555556
SAGE,0.6666666666666667,0.7555555555555555
SAGE,0.75,0.6791666666666667
SAGE,0.984375,0.9861111111111112
SAGE,0.6088888888888889,0.5631384769142206
SAGE,0.9375,0.95
SAGE,1.0,1.0
SAGE,0.4444444444444445,0.5333333333333333
SAGE,0.0,0.5
SAGE,0.92,0.9266666666666665
SAGE,0.617283950617284,0.6523420479302833
SAGE,1.0,1.0
SAGE,0.875,0.8875
SAGE,0.640625,0.6172008547008547
SAGE,0.7346938775510204,0.73495670995671
SAGE,0.6388888888888888,0.6973905723905723
SAGE,0.75,0.8333333333333333
SAGE,0.7551020408163266,0.715532879818594
SAGE,0.5510204081632653,0.6738404452690165
SAGE,0.0,0.5
SAGE,0.9930555555555556,0.9935897435897436
SAGE,0.4938271604938272,0.5187648226863913
SAGE,0.25,0.5
SAGE,0.8333333333333334,0.85515873015873
SAGE,0.44,0.5053968253968254
SAGE,1.0,1.0
SAGE,0.75,0.8333333333333333
SAGE,0.9166666666666667,0.9150793650793649
SAGE,0.5,0.5140873015873016
SAGE,0.888888888888889,0.9166666666666665
SAGE,0.4444444444444444,0.6666666666666667
SAGE,0.75,0.8333333333333333
SAGE,0.7777777777777778,0.8666666666666667
SAGE,0.6666666666666667,0.6388888888888888
SAGE,0.88,0.925
SAGE,1.0,1.0
SAGE,0.3333333333333333,0.6333333333333333
SAGE,0.6875,0.6458333333333333
SAGE,1.0,1.0
SAGE,1.0,1.0
SAGE,1.0,1.0
SAGE,0.5,0.75
SAGE,0.0,0.5
SAGE,0.11111111111111112,0.41111111111111115
SAGE,1.0,1.0
SAGE,0.6800000000000002,0.7433333333333334
SAGE,0.703125,0.682129329004329
SAGE,1.0,1.0
SAGE,0.8125,0.8041666666666667
SAGE,0.6666666666666667,0.6388888888888888
SAGE,1.0,1.0
SAGE,0.7777777777777778,0.8666666666666667
SAGE,0.8125,0.8041666666666667
SAGE,0.75,0.8017857142857143
SAGE,0.484375,0.5243783993783994
SAGE,0.49691358024691357,0.6040474982566437
SAGE,0.8611111111111112,0.8555555555555555
SAGE,0.8979591836734693,0.9129251700680272
SAGE,1.0,1.0
SAGE,0.5,0.75
SAGE,0.8055555555555556,0.8305555555555555
SAGE,0.0,0.5
SAGE,0.8125,0.7656746031746031
SAGE,0.673469387755102,0.6083333333333333
SAGE,0.5,0.75
SAGE,1.0,1.0
SAGE,1.0,1.0
SAGE,0.0,0.41666666666666663
SAGE,0.734375,0.6968614718614718
SAGE,0.8125,0.8928571428571428
SAGE,0.7551020408163265,0.8297619047619047
SAGE,0.6419753086419753,0.6700016033349367
SAGE,1.0,1.0
SAGE,1.0,1.0
SAGE,0.33333333333333337,0.4777777777777778
SAGE,0.453125,0.508459595959596
SAGE,1.0,1.0
SAGE,0.5555555555555556,0.7222222222222222
SAGE,0.5308641975308641,0.5673860090526757
SAGE,1.0,1.0
SAGE,0.6530612244897959,0.7185897435897435
SAGE,0.888888888888889,0.9107142857142856
SAGE,1.0,1.0
SAGE,0.47222222222222227,0.4981481481481481
SAGE,1.0,0.9999999999999998
SAGE,0.671875,0.7181433150183151
SAGE,1.0,1.0
SAGE,0.75,0.8333333333333333
SAGE,0.78125,0.7559523809523809
SAGE,0.9183673469387755,0.9240362811791383
SAGE,0.8571428571428571,0.8690476190476191
SAGE,0.33333333333333337,0.4777777777777778
SAGE,0.765625,0.8318452380952381
SAGE,0.5,0.5833333333333333
SAGE,0.5555555555555556,0.7
SAGE,0.592797783933518,0.5868389984990114
SAGE,0.640625,0.5749323593073592
SAGE,1.0,1.0
SAGE,0.9099999999999999,0.9165190365190364
SAGE,0.875,0.9
SAGE,0.8,0.8583333333333332
SAGE,1.0,1.0
SAGE,0.9591836734693878,0.9617346938775508
SAGE,0.5,0.5833333333333333
SAGE,1.0,1.0
SAGE,0.5,0.75
SAGE,1.0,1.0
SAGE,0.8163265306122449,0.8843537414965985
SAGE,0.3125,0.4583333333333333
SAGE,0.0,0.5
SAGE,1.0,1.0
SAGE,0.5,0.75
SAGE,1.0,1.0
SAGE,0.7755102040816326,0.7758503401360544
SAGE,0.7037037037037037,0.7310846560846562
SAGE,0.5,0.5
SAGE,0.875,0.8875
SAGE,0.5,0.5833333333333333
SAGE,0.5306122448979592,0.558019758019758
SAGE,0.48,0.6111111111111112
SAGE,0.11111111111111112,0.41111111111111115
SAGE,0.32,0.4919813571361559
SAGE,0.5,0.6666666666666666
SAGE,0.6666666666666667,0.7555555555555555
SAGE,1.0,1.0
SAGE,1.0,1.0
SAGE,0.5,0.75
SAGE,0.75,0.8333333333333333
SAGE,0.9375,0.95
SAGE,0.75,0.8333333333333333
SAGE,0.52,0.5473888151751929
SAGE,1.0,1.0
SAGE,0.6666666666666666,0.8333333333333333
SAGE,0.5555555555555556,0.7
SAGE,0.33333333333333337,0.5
SAGE,0.5,0.5833333333333333
SAGE,0.7551020408163265,0.7726190476190475
SAGE,0.7777777777777779,0.8055555555555556
SAGE,0.6666666666666667,0.6388888888888888
SAGE,0.7777777777777779,0.7579365079365078
SAGE,0.6875,0.7333333333333333
SAGE,0.5,0.75
SAGE,0.0,0.5
SAGE,0.0,0.5
SAGE,1.0,1.0
SAGE,0.76,0.7683333333333333
SAGE,1.0,1.0
SAGE,0.64,0.596190476190476
SAGE,0.671875,0.653720238095238
SAGE,0.5,0.5833333333333333
SAGE,0.4375,0.5178571428571428
SAGE,0.859375,0.8921130952380952
SAGE,0.88,0.9028571428571428
SAGE,0.0625,0.37797619047619047
SAGE,0.6666666666666667,0.6388888888888888
SAGE,0.6944444444444445,0.6218253968253968
SAGE,0.75,0.8333333333333333
SAGE,0.6666666666666667,0.6388888888888888
SAGE,0.0,0.5
SAGE,0.375,0.47619047619047616
SAGE,1.0,1.0
SAGE,1.0,1.0
SAGE,0.5,0.5833333333333333
SAGE,1.0,1.0
SAGE,1.0,1.0
SAGE,0.5510204081632653,0.6674912389198102
SAGE,0.8800000000000001,0.8833333333333333
SAGE,1.0,1.0
SAGE,1.0,1.0
SAGE,1.0,1.0
SAGE,0.875,0.8875
SAGE,0.888888888888889,0.9166666666666665
SAGE,1.0,1.0
SAGE,1.0,1.0
SAGE,1.0,1.0
SAGE,0.875,0.8875
SAGE,0.0,0.5
SAGE,0.8400000000000001,0.81
SAGE,0.796875,0.7885281385281386
SAGE,0.5,0.5833333333333333
SAGE,0.5,0.5833333333333333
SAGE,0.9722222222222223,0.9761904761904762
SAGE,0.8044444444444445,0.7191864453629159
SAGE,0.75,0.8333333333333333
SAGE,0.7959183673469388,0.7738095238095237
SAGE,0.75,0.8166666666666667
SAGE,1.0,1.0
SAGE,1.0,1.0
SAGE,1.0,1.0
SAGE,0.9008264462809917,0.9285204991087346
SAGE,0.5555555555555556,0.7
SAGE,0.75,0.8333333333333333
SAGE,0.33333333333333337,0.4777777777777778
SAGE,1.0,1.0
SAGE,0.7673130193905817,0.7946058944802303
SAGE,0.4444444444444445,0.5333333333333333
SAGE,0.0,0.5
SAGE,1.0,1.0
SAGE,0.5,0.5833333333333333
SAGE,0.625,0.6888548951048952
SAGE,0.9886621315192743,0.9880352034487374
SAGE,1.0,1.0
SAGE,1.0,1.0
SAGE,1.0,1.0
SAGE,0.625,0.6083333333333333
SAGE,0.888888888888889,0.9166666666666665
SAGE,0.25,0.5
SAGE,0.5289256198347106,0.5856689609293043
SAGE,0.0,0.41666666666666663
SAGE,0.9183673469387755,0.9240362811791383
SAGE,0.6666666666666667,0.6388888888888888
SAGE,0.64,0.7392857142857143
SAGE,0.6875,0.75
SAGE,0.5,0.75
SAGE,0.7777777777777778,0.8666666666666667
SAGE,0.6666666666666667,0.6388888888888888
SAGE,1.0,1.0
SAGE,1.0,1.0
SAGE,0.7222222222222222,0.7688492063492063
